fold,group_id,group_size,baseline_rmse,rmse_permuted,delta
3,corr_3117243768,1,132.66086913973479,133.1195276848651,0.45865854513030513
3,corr_3191339436,1,132.66086913973479,138.6671692427226,6.006300102987808
3,corr_3285871255,1,132.66086913973479,141.39834824931924,8.737479109584456
3,corr_3385211174,1,132.66086913973479,133.6342372759507,0.9733681362159246
3,corr_3610666499,1,132.66086913973479,132.60455861291075,-0.05631052682403492
3,corr_4124592631,1,132.66086913973479,133.161478251149,0.5006091114142066
3,corr_4430662294,1,132.66086913973479,131.4180233614474,-1.242845778287375
3,corr_4744811163,1,132.66086913973479,132.0148360415397,-0.6460330981950904
3,corr_4926823990,1,132.66086913973479,120.62586864475232,-12.03500049498247
3,corr_5023244165,1,132.66086913973479,133.14817044031713,0.4873013005823452
3,corr_5451305703,1,132.66086913973479,132.81258070247983,0.15171156274504938
3,corr_6196007373,3,132.66086913973479,120.05622668617934,-12.604642453555442
3,corr_6296024613,1,132.66086913973479,131.87635968455862,-0.7845094551761633
3,corr_6339531555,1,132.66086913973479,144.53963107534346,11.87876193560868
3,corr_6758112138,1,132.66086913973479,127.4127079822668,-5.24816115746799
3,corr_6816881002,1,132.66086913973479,135.8924821092743,3.231612969539526
3,corr_6978208519,1,132.66086913973479,127.14662719092928,-5.5142419488055054
3,corr_7206706905,1,132.66086913973479,125.08587044797278,-7.574998691762005
3,corr_8068499262,1,132.66086913973479,123.81423649473757,-8.846632644997214
3,corr_8176627145,1,132.66086913973479,132.29220316302278,-0.36866597671200907
3,corr_8258561280,1,132.66086913973479,129.64527139653066,-3.0155977432041254
3,corr_8634248168,4,132.66086913973479,130.37315046992236,-2.2877186698124206
3,corr_8639525639,1,132.66086913973479,127.94509836520882,-4.715770774525964
3,corr_9128207942,1,132.66086913973479,131.72891571144817,-0.9319534282866186
3,corr_9340067769,2,132.66086913973479,127.18417089972745,-5.476698240007337
3,corr_9476414212,1,132.66086913973479,132.66017773253716,-0.0006914071976211744
3,corr_9625579007,1,132.66086913973479,132.02363556544387,-0.6372335742909172
3,corr_9810209215,1,132.66086913973479,132.69095503430455,0.030085894569765514
3,corr_9826885691,1,132.66086913973479,126.09273856573732,-6.568130573997465
3,corr_9954955942,1,132.66086913973479,137.95816882213717,5.297299682402382
3,corr_9989339831,1,132.66086913973479,132.4498347853437,-0.21103435439107443
4,corr_0236486778,1,62.8859764735929,62.3095243383088,-0.5764521352841001
4,corr_0483385472,1,62.8859764735929,62.88520491735261,-0.0007715562402879073
4,corr_0886650671,4,62.8859764735929,66.7640683641142,3.878091890521297
4,corr_1192924449,1,62.8859764735929,61.32762057249028,-1.5583559011026153
4,corr_1343014976,2,62.8859764735929,82.16212006240333,19.276143588810434
4,corr_1357953899,1,62.8859764735929,62.82300379506674,-0.06297267852615818
4,corr_1415424846,1,62.8859764735929,62.89603070077484,0.010054227181939268
4,corr_1623867630,1,62.8859764735929,63.46930603141609,0.5833295578231912
4,corr_2275077728,1,62.8859764735929,68.64537992624284,5.759403452649941
4,corr_2509418395,1,62.8859764735929,62.096926519218115,-0.7890499543747822
4,corr_2560062090,1,62.8859764735929,61.70243637846557,-1.1835400951273272
4,corr_3117243768,1,62.8859764735929,63.578302733797464,0.6923262602045668
