iter	Passed	Remaining
1666	27207	21756
1667	27224	21740
1668	27238	21722
1669	27254	21706
1670	27271	21689
1671	27286	21672
1672	27300	21654
1673	27316	21637
1674	27331	21620
1675	27348	21604
1676	27366	21589
1677	27382	21573
1678	27399	21557
1679	27414	21539
1680	27430	21523
1681	27445	21506
1682	27461	21489
1683	27477	21473
1684	27492	21455
1685	27510	21440
1686	27526	21424
1687	27542	21407
1688	27559	21391
1689	27574	21374
1690	27591	21358
1691	27606	21341
1692	27623	21325
1693	27639	21308
1694	27656	21292
1695	27670	21275
1696	27689	21260
1697	27705	21243
1698	27722	21228
1699	27739	21212
1700	27755	21196
1701	27771	21179
1702	27785	21161
1703	27802	21145
1704	27816	21127
1705	27832	21111
1706	27848	21094
1707	27864	21077
1708	27880	21061
1709	27896	21044
1710	27911	21027
1711	27927	21010
1712	27943	20994
1713	27959	20977
1714	27976	20961
1715	27992	20945
1716	28007	20928
1717	28022	20910
1718	28038	20893
1719	28053	20877
1720	28067	20859
1721	28082	20841
1722	28097	20824
1723	28112	20807
1724	28128	20790
1725	28143	20773
1726	28161	20758
1727	28176	20740
1728	28191	20723
1729	28207	20707
1730	28239	20702
1731	28255	20686
1732	28272	20669
1733	28288	20653
1734	28304	20636
1735	28320	20620
1736	28340	20606
1737	28355	20589
1738	28369	20571
1739	28385	20554
1740	28402	20539
1741	28431	20532
1742	28447	20515
1743	28463	20498
1744	28477	20481
1745	28493	20464
1746	28509	20447
1747	28528	20433
1748	28544	20417
1749	28560	20400
1750	28577	20384
1751	28592	20367
1752	28609	20351
1753	28625	20334
1754	28640	20317
1755	28656	20301
1756	28673	20285
1757	28689	20268
1758	28705	20252
1759	28719	20234
1760	28734	20217
1761	28751	20201
1762	28766	20183
1763	28782	20167
1764	28798	20150
1765	28815	20134
1766	28830	20117
1767	28846	20100
1768	28861	20083
1769	28876	20066
1770	28891	20049
1771	28908	20033
1772	28924	20017
1773	28940	20000
1774	28957	19984
1775	28977	19971
1776	28992	19954
1777	29009	19937
1778	29023	19920
1779	29038	19903
1780	29055	19887
1781	29072	19871
1782	29087	19853
1783	29104	19837
1784	29120	19821
1785	29137	19805
1786	29154	19789
1787	29170	19773
1788	29184	19755
1789	29201	19739
1790	29216	19722
1791	29233	19706
1792	29249	19689
1793	29263	19672
1794	29278	19655
1795	29295	19639
1796	29320	19628
1797	29337	19612
1798	29353	19596
1799	29370	19580
1800	29385	19563
1801	29400	19546
1802	29421	19532
1803	29437	19516
1804	29453	19499
1805	29469	19483
1806	29484	19466
1807	29503	19451
1808	29519	19434
1809	29534	19417
1810	29551	19402
1811	29568	19386
1812	29583	19368
1813	29603	19355
1814	29620	19338
1815	29636	19322
1816	29650	19304
1817	29667	19288
1818	29688	19275
1819	29705	19259
1820	29721	19242
1821	29738	19227
1822	29753	19210
1823	29768	19193
1824	29784	19176
1825	29800	19159
1826	29816	19143
1827	29832	19126
1828	29849	19110
1829	29866	19094
1830	29882	19078
1831	29898	19061
1832	29914	19045
1833	29929	19027
1834	29945	19011
1835	29959	18994
1836	29975	18977
1837	29991	18961
1838	30007	18944
1839	30023	18927
1840	30039	18911
1841	30055	18894
1842	30070	18877
1843	30084	18859
1844	30099	18842
1845	30114	18825
1846	30130	18809
1847	30146	18792
1848	30162	18776
1849	30177	18758
1850	30193	18742
1851	30210	18726
1852	30225	18709
1853	30241	18693
1854	30256	18676
1855	30271	18658
1856	30288	18642
1857	30304	18626
1858	30320	18610
1859	30337	18593
1860	30353	18577
1861	30369	18561
1862	30384	18544
1863	30400	18527
1864	30416	18510
1865	30433	18495
1866	30450	18478
1867	30466	18462
1868	30483	18446
1869	30499	18430
1870	30516	18414
1871	30531	18397
1872	30546	18380
1873	30562	18363
1874	30577	18346
1875	30593	18329
1876	30608	18312
1877	30622	18295
1878	30638	18278
1879	30654	18262
1880	30670	18245
1881	30686	18229
1882	30703	18213
1883	30718	18196
1884	30733	18179
1885	30748	18162
1886	30768	18148
1887	30786	18132
1888	30802	18116
1889	30818	18099
1890	30833	18082
1891	30848	18065
1892	30863	18048
1893	30879	18032
1894	30894	18015
1895	30910	17998
1896	30926	17981
1897	30941	17965
1898	30957	17948
1899	30973	17931
1900	30988	17915
1901	31005	17899
1902	31021	17882
1903	31036	17865
1904	31052	17849
1905	31069	17833
1906	31085	17816
1907	31100	17799
1908	31117	17783
1909	31135	17768
1910	31151	17751
1911	31167	17735
1912	31184	17719
1913	31200	17703
1914	31215	17686
1915	31232	17669
1916	31252	17655
1917	31268	17639
1918	31283	17622
1919	31298	17605
1920	31315	17589
1921	31331	17572
1922	31345	17555
1923	31362	17539
1924	31377	17522
1925	31393	17505
1926	31408	17488
1927	31425	17472
1928	31441	17456
1929	31456	17439
1930	31471	17422
1931	31487	17405
1932	31502	17389
1933	31518	17372
1934	31535	17356
1935	31551	17340
1936	31567	17323
1937	31583	17307
1938	31598	17290
1939	31613	17273
1940	31629	17257
1941	31646	17240
1942	31662	17224
1943	31676	17207
1944	31691	17190
1945	31707	17173
1946	31723	17156
1947	31741	17141
1948	31759	17126
1949	31778	17111
1950	31801	17098
1951	31821	17084
1952	31837	17068
1953	31853	17051
1954	31868	17034
1955	31885	17018
1956	31901	17002
1957	31916	16985
1958	31932	16968
1959	31951	16953
1960	31968	16937
1961	31985	16922
1962	32003	16906
1963	32020	16890
1964	32038	16875
1965	32056	16859
1966	32073	16843
1967	32089	16827
1968	32106	16811
1969	32122	16794
1970	32137	16778
1971	32154	16761
1972	32170	16745
1973	32184	16728
1974	32201	16712
1975	32216	16694
1976	32233	16679
1977	32251	16663
1978	32270	16648
1979	32286	16632
1980	32302	16615
1981	32318	16599
1982	32334	16583
1983	32351	16567
1984	32367	16550
1985	32384	16534
1986	32398	16517
1987	32415	16501
1988	32431	16484
1989	32449	16469
1990	32464	16452
1991	32479	16435
1992	32496	16419
1993	32512	16403
1994	32528	16386
1995	32546	16371
1996	32562	16354
1997	32578	16338
1998	32592	16320
1999	32608	16304
2000	32624	16287
2001	32639	16271
2002	32658	16256
2003	32675	16239
2004	32690	16223
2005	32712	16209
2006	32728	16192
2007	32743	16176
2008	32760	16160
2009	32777	16144
2010	32795	16128
2011	32812	16112
2012	32829	16096
2013	32844	16079
2014	32859	16062
2015	32884	16050
2016	32900	16034
2017	32919	16019
2018	32935	16003
2019	32951	15986
2020	32968	15970
2021	32983	15953
2022	32999	15936
2023	33015	15920
2024	33031	15903
2025	33048	15887
2026	33064	15871
2027	33081	15855
2028	33096	15838
2029	33110	15821
2030	33126	15804
2031	33142	15788
2032	33157	15771
2033	33172	15754
2034	33188	15738
2035	33204	15721
2036	33220	15705
2037	33236	15688
2038	33251	15671
2039	33269	15656
2040	33285	15639
2041	33302	15623
2042	33318	15607
2043	33333	15590
2044	33350	15574
2045	33368	15559
2046	33385	15542
2047	33401	15526
2048	33417	15509
2049	33433	15493
2050	33450	15477
2051	33465	15460
2052	33481	15444
2053	33497	15427
2054	33513	15411
2055	33529	15394
2056	33545	15378
2057	33561	15361
2058	33577	15345
2059	33591	15328
2060	33607	15311
2061	33625	15295
2062	33640	15279
2063	33661	15265
2064	33677	15248
2065	33693	15232
2066	33709	15215
2067	33728	15200
2068	33743	15183
2069	33759	15167
2070	33774	15150
2071	33791	15134
2072	33807	15118
2073	33823	15101
2074	33839	15085
2075	33855	15068
2076	33870	15051
2077	33887	15035
2078	33903	15019
2079	33919	15003
2080	33935	14986
2081	33950	14969
2082	33966	14953
2083	33984	14937
2084	34000	14921
2085	34015	14904
2086	34030	14887
2087	34047	14871
2088	34062	14854
2089	34079	14838
2090	34093	14820
2091	34108	14804
2092	34125	14788
2093	34140	14771
2094	34158	14755
2095	34174	14739
2096	34190	14723
2097	34207	14706
2098	34222	14689
2099	34237	14673
2100	34253	14656
2101	34268	14639
2102	34284	14623
2103	34299	14606
2104	34314	14589
2105	34330	14573
2106	34346	14557
2107	34363	14540
2108	34377	14523
2109	34393	14507
2110	34410	14491
2111	34425	14474
2112	34441	14457
2113	34456	14441
2114	34471	14424
2115	34488	14408
2116	34505	14392
2117	34521	14375
2118	34537	14359
2119	34553	14342
2120	34569	14326
2121	34584	14309
2122	34598	14292
2123	34614	14276
2124	34644	14265
2125	34685	14259
2126	34740	14258
2127	34766	14246
2128	34789	14232
2129	34808	14217
2130	34826	14201
2131	34846	14186
2132	34865	14171
2133	34882	14155
2134	34900	14139
2135	34923	14126
2136	34948	14113
2137	34969	14099
2138	35005	14090
2139	35029	14077
2140	35049	14062
2141	35069	14047
2142	35086	14031
2143	35105	14015
2144	35124	14000
2145	35146	13986
2146	35185	13979
2147	35211	13966
2148	35235	13953
2149	35259	13939
2150	35277	13924
2151	35296	13908
2152	35312	13892
2153	35329	13875
2154	35346	13859
2155	35362	13843
2156	35378	13826
2157	35394	13809
2158	35410	13793
2159	35427	13777
2160	35444	13761
2161	35458	13743
2162	35476	13728
2163	35495	13712
2164	35510	13695
2165	35530	13680
2166	35553	13667
2167	35578	13653
2168	35603	13640
2169	35625	13626
2170	35646	13611
2171	35667	13596
2172	35692	13583
2173	35713	13569
2174	35732	13553
2175	35749	13537
2176	35767	13521
2177	35791	13508
2178	35814	13493
2179	35830	13477
2180	35848	13461
2181	35866	13445
2182	35885	13430
2183	35902	13413
2184	35918	13397
2185	35936	13381
2186	35954	13365
2187	35972	13349
2188	35988	13333
2189	36005	13317
2190	36029	13303
2191	36047	13287
2192	36061	13270
2193	36087	13257
2194	36114	13244
2195	36178	13245
2196	36198	13230
2197	36215	13214
2198	36235	13199
2199	36251	13182
2200	36269	13166
2201	36286	13150
2202	36304	13134
2203	36321	13117
2204	36337	13101
2205	36353	13084
2206	36371	13068
2207	36385	13051
2208	36402	13035
2209	36425	13021
2210	36446	13005
2211	36462	12989
2212	36478	12972
2213	36493	12955
2214	36508	12938
2215	36528	12923
2216	36544	12906
2217	36560	12890
2218	36576	12873
2219	36592	12856
2220	36608	12840
2221	36624	12823
2222	36646	12808
2223	36662	12792
2224	36687	12778
2225	36707	12763
2226	36724	12747
2227	36741	12730
2228	36757	12714
2229	36774	12697
2230	36789	12680
2231	36805	12664
2232	36821	12647
2233	36836	12630
2234	36851	12613
2235	36866	12596
2236	36883	12580
2237	36900	12563
2238	36916	12547
2239	36933	12530
2240	36952	12515
2241	36969	12498
2242	36986	12482
2243	37004	12466
2244	37023	12450
2245	37045	12436
2246	37063	12420
2247	37081	12404
2248	37099	12388
2249	37115	12371
2250	37131	12355
2251	37148	12338
2252	37169	12323
2253	37186	12307
2254	37201	12290
2255	37218	12274
2256	37236	12258
2257	37251	12241
2258	37269	12225
2259	37284	12208
2260	37301	12191
2261	37318	12175
2262	37333	12158
2263	37348	12141
2264	37365	12125
2265	37382	12108
2266	37397	12092
2267	37419	12077
2268	37441	12062
2269	37459	12046
2270	37474	12029
2271	37489	12012
2272	37506	11996
2273	37523	11979
2274	37539	11962
2275	37555	11946
2276	37571	11929
2277	37588	11913
2278	37611	11898
2279	37628	11882
2280	37646	11866
2281	37663	11850
2282	37678	11833
2283	37694	11816
2284	37709	11799
2285	37726	11783
2286	37740	11766
2287	37756	11749
2288	37773	11733
2289	37790	11716
2290	37807	11700
2291	37823	11683
2292	37839	11667
2293	37856	11650
2294	37873	11634
2295	37889	11617
2296	37907	11601
2297	37925	11585
2298	37943	11569
2299	37960	11553
2300	37980	11537
2301	37999	11522
2302	38015	11505
2303	38034	11489
2304	38052	11473
2305	38070	11457
2306	38087	11441
2307	38104	11424
2308	38122	11408
2309	38139	11392
2310	38156	11375
2311	38173	11359
2312	38191	11343
2313	38207	11326
2314	38224	11310
2315	38244	11295
2316	38260	11278
2317	38276	11261
2318	38291	11244
2319	38310	11229
2320	38327	11212
2321	38346	11196
2322	38366	11181
2323	38385	11165
2324	38402	11149
2325	38419	11132
2326	38447	11119
2327	38464	11103
2328	38480	11086
2329	38495	11069
2330	38512	11053
2331	38530	11037
2332	38548	11020
2333	38565	11004
2334	38582	10988
2335	38601	10972
2336	38643	10963
2337	38718	10963
2338	38736	10947
2339	38757	10931
2340	38787	10918
2341	38807	10903
2342	38829	10888
2343	38852	10873
2344	38873	10858
2345	38890	10841
2346	38907	10825
2347	38925	10808
2348	38942	10792
2349	38960	10776
2350	38978	10760
2351	38995	10743
2352	39011	10726
2353	39027	10710
2354	39048	10694
2355	39063	10677
2356	39080	10661
2357	39096	10644
2358	39113	10628
2359	39130	10611
2360	39148	10595
2361	39163	10578
2362	39179	10561
2363	39197	10545
2364	39215	10529
2365	39229	10512
2366	39245	10495
2367	39262	10478
2368	39277	10461
2369	39296	10445
2370	39315	10429
2371	39332	10413
2372	39347	10396
2373	39363	10379
2374	39378	10362
2375	39393	10345
2376	39409	10329
2377	39425	10312
2378	39441	10295
2379	39457	10278
2380	39473	10262
2381	39488	10245
2382	39506	10228
2383	39523	10212
2384	39538	10195
2385	39553	10178
2386	39569	10161
2387	39585	10144
2388	39600	10128
2389	39617	10111
2390	39635	10095
2391	39655	10079
2392	39670	10062
2393	39689	10046
2394	39706	10030
2395	39723	10013
2396	39737	9996
2397	39753	9979
2398	39769	9963
2399	39783	9945
2400	39798	9928
2401	39813	9911
2402	39828	9895
2403	39845	9878
2404	39862	9861
2405	39878	9845
2406	39895	9828
2407	39911	9812
2408	39927	9795
2409	39942	9778
2410	39958	9761
2411	39972	9744
2412	39989	9727
2413	40004	9711
2414	40019	9694
2415	40036	9677
2416	40053	9661
2417	40068	9644
2418	40084	9627
2419	40100	9610
2420	40116	9594
2421	40133	9577
2422	40148	9560
2423	40165	9544
2424	40180	9527
2425	40197	9510
2426	40213	9494
2427	40228	9477
2428	40244	9460
2429	40261	9443
2430	40276	9427
2431	40292	9410
2432	40306	9393
2433	40322	9376
2434	40338	9359
2435	40355	9343
2436	40371	9326
2437	40388	9310
2438	40404	9293
2439	40420	9276
2440	40437	9260
2441	40453	9243
2442	40468	9226
2443	40484	9209
2444	40498	9193
2445	40517	9176
2446	40534	9160
2447	40549	9143
2448	40565	9126
2449	40581	9110
2450	40643	9103
2451	40679	9091
2452	40702	9076
2453	40718	9059
2454	40734	9042
2455	40751	9026
2456	40766	9009
2457	40783	8992
2458	40801	8976
2459	40818	8960
2460	40836	8943
2461	40854	8927
2462	40870	8910
2463	40887	8894
2464	40902	8877
2465	40919	8861
2466	40937	8844
2467	40953	8827
2468	40969	8811
2469	40985	8794
2470	41002	8777
2471	41017	8761
2472	41034	8744
2473	41050	8727
2474	41108	8719
2475	41127	8703
2476	41144	8687
2477	41164	8671
2478	41192	8657
2479	41209	8640
2480	41235	8626
2481	41258	8610
2482	41289	8597
2483	41309	8581
2484	41326	8564
2485	41347	8548
2486	41365	8532
2487	41382	8515
2488	41400	8499
2489	41419	8483
2490	41441	8467
2491	41463	8452
2492	41483	8436
2493	41504	8420
2494	41522	8404
2495	41541	8388
2496	41560	8372
2497	41581	8356
2498	41682	8356
2499	41715	8343
2500	41761	8332
2501	41805	8320
2502	41872	8314
2503	41972	8313
2504	41989	8297
2505	42005	8280
2506	42021	8263
2507	42036	8246
2508	42053	8229
2509	42069	8212
2510	42085	8195
2511	42102	8179
2512	42118	8162
2513	42134	8145
2514	42150	8128
2515	42165	8111
2516	42180	8094
2517	42196	8077
2518	42213	8060
2519	42231	8044
2520	42247	8027
2521	42263	8010
2522	42280	7993
2523	42295	7976
2524	42311	7959
2525	42325	7942
2526	42342	7925
2527	42356	7908
2528	42372	7891
2529	42387	7874
2530	42403	7857
2531	42419	7840
2532	42435	7823
2533	42451	7806
2534	42467	7789
2535	42483	7773
2536	42500	7756
2537	42515	7739
2538	42532	7722
2539	42550	7706
2540	42566	7689
2541	42583	7672
2542	42606	7656
2543	42624	7640
2544	42642	7623
2545	42658	7606
2546	42674	7590
2547	42692	7573
2548	42710	7556
2549	42727	7540
2550	42743	7523
2551	42760	7506
2552	42777	7489
2553	42793	7472
2554	42809	7456
2555	42826	7439
2556	42842	7422
2557	42859	7405
2558	42875	7388
2559	42892	7372
2560	42908	7355
2561	42923	7338
2562	42940	7321
2563	42957	7304
2564	42972	7287
2565	42989	7271
2566	43017	7256
2567	43033	7239
2568	43049	7222
2569	43064	7205
2570	43080	7188
2571	43096	7171
2572	43111	7154
2573	43126	7137
2574	43142	7120
2575	43158	7103
2576	43175	7086
2577	43190	7069
2578	43205	7053
2579	43222	7036
2580	43238	7019
2581	43251	7002
2582	43267	6985
2583	43282	6968
2584	43299	6951
2585	43315	6934
2586	43332	6917
2587	43350	6901
2588	43369	6884
2589	43388	6868
2590	43403	6851
2591	43419	6834
2592	43434	6817
2593	43450	6800
2594	43465	6783
2595	43480	6766
2596	43496	6749
2597	43513	6732
2598	43528	6716
2599	43544	6699
2600	43559	6682
2601	43574	6665
2602	43591	6648
2603	43610	6632
2604	43629	6615
2605	43645	6598
2606	43661	6581
2607	43679	6565
2608	43694	6548
2609	43711	6531
2610	43727	6514
2611	43743	6497
2612	43759	6481
2613	43776	6464
2614	43790	6447
2615	43805	6430
2616	43820	6413
2617	43836	6396
2618	43852	6379
2619	43868	6362
2620	43883	6345
2621	43898	6328
2622	43912	6311
2623	43927	6294
2624	43943	6277
2625	43958	6260
2626	43974	6243
2627	43991	6227
2628	44006	6210
2629	44022	6193
2630	44037	6176
2631	44052	6159
2632	44068	6142
2633	44085	6125
2634	44102	6109
2635	44117	6092
2636	44133	6075
2637	44150	6058
2638	44165	6041
2639	44180	6024
2640	44195	6007
2641	44212	5990
2642	44228	5974
2643	44243	5957
2644	44258	5940
2645	44274	5923
2646	44288	5906
2647	44306	5889
2648	44322	5872
2649	44338	5856
2650	44353	5839
2651	44370	5822
2652	44386	5805
2653	44402	5788
2654	44418	5771
2655	44433	5754
2656	44448	5738
2657	44464	5721
2658	44480	5704
2659	44495	5687
2660	44510	5670
2661	44525	5653
2662	44541	5636
2663	44557	5619
2664	44573	5603
2665	44595	5587
2666	44620	5571
2667	44642	5555
2668	44658	5538
2669	44677	5521
2670	44696	5505
2671	44716	5489
2672	44734	5472
2673	44751	5455
2674	44771	5439
2675	44787	5422
2676	44805	5406
2677	44826	5389
2678	44844	5373
2679	44860	5356
2680	44874	5339
2681	44891	5322
2682	44907	5305
2683	44922	5288
2684	44938	5272
2685	44953	5255
2686	44970	5238
2687	44984	5221
2688	44999	5204
2689	45014	5187
2690	45030	5170
2691	45045	5153
2692	45060	5136
2693	45075	5119
2694	45092	5103
2695	45107	5086
2696	45121	5069
2697	45137	5052
2698	45151	5035
2699	45167	5018
2700	45184	5001
2701	45201	4985
2702	45216	4968
2703	45233	4951
2704	45248	4934
2705	45265	4917
2706	45279	4901
2707	45295	4884
2708	45312	4867
2709	45327	4850
2710	45342	4833
2711	45357	4816
2712	45375	4800
2713	45393	4783
2714	45408	4766
2715	45424	4749
2716	45440	4733
2717	45454	4716
2718	45472	4699
2719	45488	4682
2720	45502	4665
2721	45517	4648
2722	45533	4631
2723	45549	4615
2724	45565	4598
2725	45582	4581
2726	45600	4565
2727	45615	4548
2728	45630	4531
2729	45645	4514
2730	45662	4497
2731	45678	4480
2732	45694	4464
2733	45709	4447
2734	45724	4430
2735	45740	4413
2736	45756	4396
2737	45772	4379
2738	45787	4363
2739	45803	4346
2740	45818	4329
2741	45833	4312
2742	45848	4295
2743	45864	4278
2744	45879	4262
2745	45895	4245
2746	45918	4229
2747	45936	4212
2748	45951	4195
2749	45967	4178
2750	45983	4162
2751	45998	4145
2752	46014	4128
2753	46030	4111
2754	46045	4094
2755	46061	4077
2756	46079	4061
2757	46097	4044
2758	46116	4028
2759	46133	4011
2760	46149	3994
2761	46165	3978
2762	46181	3961
2763	46198	3944
2764	46214	3927
2765	46231	3911
2766	46246	3894
2767	46262	3877
2768	46282	3861
2769	46298	3844
2770	46313	3827
2771	46327	3810
2772	46343	3793
2773	46358	3776
2774	46373	3760
2775	46388	3743
2776	46403	3726
2777	46419	3709
2778	46435	3692
2779	46451	3676
2780	46467	3659
2781	46518	3645
2782	46532	3628
2783	46552	3611
2784	46569	3595
2785	46592	3578
2786	46616	3562
2787	46630	3545
2788	46648	3529
2789	46663	3512
2790	46679	3495
2791	46697	3478
2792	46714	3462
2793	46739	3446
2794	46755	3429
2795	46770	3412
2796	46784	3395
2797	46799	3378
2798	46816	3361
2799	46831	3345
2800	46850	3328
2801	46865	3311
2802	46881	3294
2803	46896	3278
2804	46912	3261
2805	46927	3244
2806	46943	3227
2807	46959	3210
2808	46975	3194
2809	46991	3177
2810	47007	3160
2811	47021	3143
2812	47037	3126
2813	47052	3110
2814	47068	3093
2815	47084	3076
2816	47100	3059
2817	47115	3042
2818	47132	3026
2819	47147	3009
2820	47163	2992
2821	47177	2975
2822	47194	2959
2823	47209	2942
2824	47225	2925
2825	47240	2908
2826	47250	2891
2827	47267	2874
2828	47284	2858
2829	47300	2841
2830	47317	2824
2831	47332	2807
2832	47348	2791
2833	47363	2774
2834	47379	2757
2835	47394	2740
2836	47410	2723
2837	47426	2707
2838	47442	2690
2839	47458	2673
2840	47475	2657
2841	47491	2640
2842	47506	2623
2843	47521	2606
2844	47536	2589
2845	47552	2573
2846	47568	2556
2847	47585	2539
2848	47601	2522
2849	47615	2506
2850	47631	2489
2851	47647	2472
2852	47663	2455
2853	47679	2439
2854	47695	2422
2855	47712	2405
2856	47727	2388
2857	47743	2372
2858	47760	2355
2859	47775	2338
2860	47789	2321
2861	47804	2305
2862	47818	2288
2863	47833	2271
2864	47850	2254
2865	47867	2238
2866	47883	2221
2867	47897	2204
2868	47913	2187
2869	47929	2171
2870	47946	2154
2871	47961	2137
2872	47978	2120
2873	47994	2104
2874	48010	2087
2875	48024	2070
2876	48040	2053
2877	48057	2037
2878	48072	2020
2879	48087	2003
2880	48102	1986
2881	48117	1970
2882	48133	1953
2883	48149	1936
2884	48163	1919
2885	48179	1903
2886	48196	1886
2887	48212	1869
2888	48228	1853
2889	48256	1836
2890	48273	1820
2891	48289	1803
2892	48305	1786
2893	48323	1769
2894	48340	1753
2895	48361	1736
2896	48376	1719
2897	48391	1703
2898	48406	1686
2899	48421	1669
2900	48438	1653
2901	48456	1636
2902	48470	1619
2903	48486	1602
2904	48503	1586
2905	48519	1569
2906	48534	1552
2907	48551	1536
2908	48570	1519
2909	48590	1502
2910	48610	1486
2911	48626	1469
2912	48645	1452
2913	48662	1436
2914	48679	1419
2915	48697	1402
2916	48717	1386
2917	48733	1369
2918	48749	1352
2919	48766	1336
2920	48781	1319
2921	48796	1302
2922	48810	1285
2923	48826	1269
2924	48843	1252
2925	48859	1235
2926	48875	1218
2927	48890	1202
2928	48906	1185
2929	48922	1168
2930	48937	1152
2931	48955	1135
2932	48970	1118
2933	48986	1101
2934	49000	1085
2935	49017	1068
2936	49033	1051
2937	49049	1035
2938	49065	1018
2939	49082	1001
2940	49097	984
2941	49112	968
2942	49127	951
2943	49141	934
2944	49157	918
2945	49173	901
2946	49187	884
2947	49204	867
2948	49218	851
2949	49233	834
2950	49251	817
2951	49267	801
2952	49282	784
2953	49299	767
2954	49314	750
2955	49329	734
2956	49346	717
2957	49361	700
2958	49377	684
2959	49394	667
2960	49409	650
2961	49425	634
2962	49442	617
2963	49458	600
2964	49473	584
2965	49488	567
2966	49504	550
2967	49521	533
2968	49535	517
2969	49551	500
2970	49567	483
2971	49584	467
2972	49601	450
2973	49617	433
2974	49633	417
2975	49650	400
2976	49666	383
2977	49682	367
2978	49698	350
2979	49714	333
2980	49731	316
2981	49746	300
2982	49761	283
2983	49777	266
2984	49793	250
2985	49809	233
2986	49825	216
2987	49842	200
2988	49858	183
2989	49874	166
2990	49888	150
2991	49903	133
2992	49919	116
2993	49935	100
2994	49951	83
2995	49967	66
2996	49982	50
2997	49998	33
2998	50014	16
2999	50031	0
