iter	RMSE
127	36.79329141
128	36.71970109
129	36.64516143
130	36.55054812
131	36.28492013
132	36.18865386
133	35.92120638
134	35.84631747
135	35.58479103
136	35.5056154
137	35.23661812
138	35.16659401
139	35.09471016
140	34.83422817
141	34.73918509
142	34.5007165
143	34.24289213
144	34.16107084
145	34.09285675
146	34.0098603
147	33.77965261
148	33.53626123
149	33.46882557
150	33.40488037
151	33.32119615
152	33.11676561
153	33.05462192
154	32.97909058
155	32.75487966
156	32.6979132
157	32.63564252
158	32.55034829
159	32.47896245
160	32.40712398
161	32.3279526
162	32.25544353
163	32.19275055
164	32.12974863
165	32.07612588
166	32.01406872
167	31.95416459
168	31.86358515
169	31.78244941
170	31.71619236
171	31.63810976
172	31.56923951
173	31.50000778
174	31.44151238
175	31.36089298
176	31.26425501
177	31.19784627
178	31.12950662
179	30.91669984
180	30.70949146
181	30.65374581
182	30.47806143
183	30.40310751
184	30.3481868
185	30.14438883
186	29.958753
187	29.89197367
188	29.68734691
189	29.53435349
190	29.46924326
191	29.41935354
192	29.35586163
193	29.30852216
194	29.13355405
195	28.95896842
196	28.77731542
197	28.68746895
198	28.52954225
199	28.45206239
200	28.39252783
201	28.33162034
202	28.16993396
203	28.11052979
204	28.05972454
205	28.00990246
206	27.95557008
207	27.79942451
208	27.66126241
209	27.61358386
210	27.55801113
211	27.51460431
212	27.45759045
213	27.41348811
214	27.25934686
215	27.10401868
216	26.9633261
217	26.91658539
218	26.76500439
219	26.7225573
220	26.57467963
221	26.4923932
222	26.43963325
223	26.39603901
224	26.354577
225	26.31169484
226	26.17945918
227	26.13861685
228	26.0916653
229	26.05222374
230	26.00069826
231	25.94989008
232	25.91199794
233	25.8729807
234	25.81987184
235	25.77746331
236	25.73751083
237	25.68717651
238	25.64869098
239	25.60648368
240	25.54420214
241	25.49997321
242	25.37305679
243	25.33315443
244	25.29106165
245	25.25497351
246	25.12761223
247	25.08915778
248	24.9609139
249	24.92372036
250	24.86580013
251	24.83109506
252	24.79706755
253	24.74902502
254	24.65191091
255	24.60833478
256	24.57504776
257	24.53350584
258	24.49774392
259	24.46282214
260	24.41830208
261	24.37744046
262	24.26473427
263	24.15923231
264	24.11495846
265	24.08248003
266	23.96491759
267	23.92528113
268	23.81747565
269	23.78132326
270	23.74798459
271	23.70641308
272	23.6676975
273	23.63314719
274	23.60250375
275	23.56399822
276	23.53127891
277	23.49012538
278	23.44994184
279	23.35073399
280	23.32031371
281	23.21513391
282	23.10720979
283	23.07144662
284	23.04152124
285	22.94529552
286	22.91364923
287	22.87689647
288	22.79697407
289	22.75929808
290	22.7231028
291	22.68402135
292	22.64720234
293	22.61999426
294	22.58603456
295	22.5576422
296	22.53345461
297	22.51069229
298	22.41647279
299	22.32709924
300	22.23733482
301	22.20114823
302	22.17590247
303	22.14855165
304	22.1158027
305	22.08368297
306	22.00845045
307	21.98119069
308	21.94638812
309	21.9122922
310	21.88218843
311	21.86067105
312	21.83348529
313	21.80843125
314	21.73086626
315	21.7017789
316	21.62779628
317	21.55329794
318	21.52795217
319	21.46623397
320	21.43358342
321	21.36897462
322	21.34876167
323	21.3232964
324	21.29138812
325	21.26037623
326	21.18252117
327	21.15742047
328	21.13438108
329	21.10304236
330	21.07488754
331	21.04577067
332	21.01761418
333	20.98801553
334	20.96271775
335	20.89096776
336	20.83250116
337	20.81231091
338	20.78604087
339	20.7668132
340	20.74199766
341	20.71114501
342	20.68726603
343	20.66441594
344	20.59334555
345	20.57666456
346	20.51919394
347	20.45798408
348	20.40212016
349	20.34632465
350	20.32337157
351	20.30418682
352	20.28769637
353	20.2668631
354	20.25110666
355	20.23110109
356	20.20556224
357	20.18146361
358	20.16588057
359	20.14035658
360	20.11968423
361	20.1026662
362	20.08113384
363	20.05362856
364	20.03786274
365	20.00196193
366	19.98161217
367	19.9647256
368	19.90384691
369	19.88349356
370	19.86888969
371	19.85098871
372	19.83381902
373	19.81281591
374	19.79770501
375	19.74418525
376	19.72070862
377	19.70576779
378	19.6851785
379	19.66933142
380	19.65044641
381	19.6328442
382	19.58501998
383	19.53661067
384	19.5228628
385	19.46764277
386	19.44724311
387	19.39866729
388	19.38084122
389	19.36752553
390	19.32435193
391	19.31109089
392	19.29395581
393	19.26558588
394	19.24848788
395	19.22767926
396	19.17801159
397	19.1648305
398	19.14983556
399	19.12896481
400	19.11099873
401	19.09744212
402	19.08242851
403	19.06872985
404	19.05430221
405	19.0061638
406	18.99110301
407	18.94537094
408	18.93191161
409	18.91807857
410	18.90409979
411	18.87787367
412	18.86464929
413	18.84988382
414	18.83599244
415	18.78570201
416	18.77243744
417	18.75894203
418	18.74453973
419	18.70623794
420	18.69372754
421	18.67995891
422	18.66661659
423	18.65216814
424	18.63695724
425	18.59670334
426	18.58332675
427	18.57097729
428	18.53985142
429	18.52757015
430	18.51274657
431	18.5010827
432	18.48703495
433	18.472633
434	18.42676878
435	18.41277649
436	18.40123801
437	18.38939374
438	18.37529169
439	18.36096337
440	18.32593298
441	18.31212824
442	18.28868278
443	18.24108217
444	18.22786479
445	18.1891724
446	18.17750567
447	18.15304565
448	18.14221673
449	18.12050973
450	18.08644687
451	18.06163934
452	18.05104503
453	18.01419875
454	18.00282338
455	17.99239425
456	17.9819199
457	17.94489162
458	17.93461646
459	17.92342469
460	17.91323077
461	17.90261863
462	17.89224499
463	17.8820385
464	17.86098056
465	17.85100359
466	17.82199873
467	17.81187337
468	17.80216622
469	17.79229727
470	17.78175616
471	17.77205881
472	17.74132513
473	17.73146491
474	17.72129751
475	17.68880148
476	17.67862389
477	17.66895574
478	17.64133668
479	17.63188744
480	17.62235615
481	17.61287364
482	17.60343891
483	17.5942303
484	17.55823934
485	17.53269426
486	17.52345065
487	17.51447053
488	17.48003107
489	17.46020483
490	17.4513385
491	17.42715949
492	17.41818917
493	17.40944222
494	17.40074097
495	17.37559055
496	17.36678116
497	17.3361402
498	17.30974463
499	17.30165207
500	17.29371391
501	17.28522239
502	17.27749724
503	17.26915086
504	17.26082886
505	17.2383358
506	17.23003486
507	17.21005695
508	17.20189174
509	17.19407027
510	17.18628757
511	17.17862167
512	17.15126966
513	17.14339437
514	17.12634479
515	17.1186819
516	17.11119376
517	17.0978778
518	17.09036431
519	17.08266043
520	17.05119778
521	17.04342917
522	17.02165913
523	17.00255243
524	16.9837178
525	16.97626477
526	16.96902961
527	16.96180566
528	16.93974411
529	16.93239961
530	16.91400214
531	16.90189602
532	16.89468394
533	16.88717202
534	16.88019335
535	16.87304382
536	16.86595606
537	16.85905365
538	16.85220191
539	16.84517971
540	16.83836958
541	16.83143811
542	16.81035179
543	16.80345701
544	16.78255877
545	16.77576345
546	16.76899935
547	16.7622663
548	16.7555641
549	16.74889252
550	16.74225146
551	16.72557605
552	16.70627052
553	16.6997005
554	16.69334025
555	16.68685434
556	16.68037216
557	16.67391972
558	16.64936474
559	16.64314387
560	16.63677732
561	16.61781932
562	16.61153391
563	16.58591889
564	16.56633546
565	16.55067083
566	16.54464625
567	16.53374919
568	16.52761257
569	16.52150417
570	16.50543301
571	16.48354575
572	16.47726768
573	16.47126931
574	16.46529857
575	16.44819678
576	16.43366962
577	16.42778139
578	16.40704885
579	16.40095846
580	16.39514689
581	16.37736444
582	16.37113614
583	16.36469992
584	16.35848904
585	16.35279818
586	16.33723578
587	16.33159935
588	16.31188923
589	16.29625236
590	16.29054054
591	16.28500036
592	16.25710167
593	16.25160356
594	16.24383044
595	16.23837846
596	16.23295193
597	16.2275507
598	16.21128611
599	16.19330626
600	16.18398323
601	16.17867482
602	16.17339129
603	16.15075932
604	16.14552563
605	16.13601278
606	16.11872598
607	16.11374611
608	16.10860704
609	16.10349221
610	16.08792843
611	16.07322396
612	16.06838699
613	16.06358798
614	16.05865866
615	16.04390716
616	16.03918617
617	16.03446934
618	16.02962397
619	16.02494853
620	16.02029404
621	16.015675
622	16.01106133
623	16.00646823
624	16.00189558
625	15.98320131
626	15.96338848
627	15.95886883
628	15.94129137
629	15.91591355
630	15.89298349
631	15.88853039
632	15.88409734
633	15.86854399
634	15.84276143
635	15.82635154
636	15.82198583
637	15.81763976
638	15.81331319
639	15.80900616
640	15.80471795
641	15.80034653
642	15.79609589
643	15.79186421
644	15.77250452
645	15.76830518
646	15.7524503
647	15.74828486
648	15.74413749
649	15.74000896
650	15.72432924
651	15.71633302
652	15.70840997
653	15.70436008
654	15.68923314
655	15.68525034
656	15.68104025
657	15.67709221
658	15.67303412
659	15.65745854
660	15.65356257
661	15.6494399
662	15.6454926
663	15.64140689
664	15.63712559
665	15.63322895
666	15.62883151
667	15.62445797
668	15.61018053
669	15.60222764
670	15.59840586
671	15.57747506
672	15.56286282
673	15.55903482
674	15.55520253
675	15.54792979
676	15.52689751
677	15.52312943
678	15.50769959
679	15.50397383
680	15.48959397
681	15.48326027
682	15.47912226
683	15.47544191
684	15.47177923
685	15.45351343
686	15.43737185
687	15.43377878
688	15.42016321
689	15.41666614
690	15.41310062
691	15.40955221
692	15.40605499
693	15.38280029
694	15.37932477
695	15.36518944
696	15.3617397
697	15.35460072
698	15.35115831
699	15.33120381
700	15.31585891
701	15.31068074
702	15.30719946
703	15.30386647
704	15.30054505
705	15.28486171
706	15.28153394
707	15.27829613
708	15.27153174
709	15.26827752
710	15.25100415
711	15.2479148
712	15.24470607
713	15.24153801
714	15.22851278
715	15.22526432
716	15.20742091
717	15.18919158
718	15.18608143
719	15.1796006
720	15.17655233
721	15.1572628
722	15.15053489
723	15.13904057
724	15.13598027
725	15.12378867
726	15.11349405
727	15.11047216
728	15.10748345
729	15.10450478
730	15.10152383
731	15.0830556
732	15.080114
733	15.07717152
734	15.0570176
735	15.05402071
736	15.04759972
737	15.03059418
738	15.02771263
739	15.02476936
740	15.01568063
741	15.00370618
742	15.00087261
743	14.99799677
744	14.98669238
745	14.98049947
746	14.96407265
747	14.96124646
748	14.95516216
749	14.95236205
750	14.94487945
751	14.93357436
752	14.91287471
753	14.91010598
754	14.90497816
755	14.90228322
756	14.89951458
757	14.89695939
758	14.87887908
759	14.8761442
760	14.87345522
761	14.872644
762	14.86993516
763	14.86915941
764	14.86649996
765	14.86387656
766	14.85081801
767	14.82933423
768	14.82853783
769	14.82587828
770	14.81685949
771	14.81608665
772	14.80800076
773	14.80721331
774	14.80644694
775	14.80567342
776	14.80490184
777	14.80232321
778	14.8015694
779	14.80079646
780	14.80002504
781	14.7840053
782	14.78323324
783	14.7808314
784	14.76334509
785	14.76259662
786	14.76184563
787	14.76106488
788	14.76031878
789	14.75957563
790	14.75884913
791	14.7580996
792	14.75569305
793	14.75494654
794	14.7542146
795	14.75349949
796	14.74198199
797	14.73961165
798	14.73887967
799	14.73814452
800	14.72269056
801	14.72198512
802	14.72125227
803	14.72052906
804	14.71981416
805	14.71908885
806	14.71836312
807	14.70728608
808	14.70656058
809	14.70587085
810	14.70514657
811	14.70443327
812	14.70373025
813	14.69103331
814	14.69032293
815	14.68962175
816	14.68893158
817	14.68823738
818	14.68756251
819	14.68686262
820	14.68619115
821	14.68552149
822	14.6848538
823	14.68259176
824	14.66805787
825	14.66735715
826	14.66669586
827	14.6660339
828	14.66533843
829	14.66465806
830	14.66400426
831	14.66334242
832	14.66268883
833	14.66042731
834	14.65817785
835	14.64006751
836	14.63941062
837	14.63874853
838	14.63810422
839	14.63744015
840	14.63677859
841	14.63611481
842	14.6354717
843	14.63482271
844	14.63418393
845	14.62122714
846	14.62059151
847	14.61995522
848	14.61932824
849	14.6057701
850	14.60357254
851	14.60292331
852	14.60228963
853	14.60162812
854	14.60101294
855	14.60039309
856	14.59977066
857	14.59913639
858	14.59849394
859	14.59787997
860	14.59724437
861	14.59661355
862	14.59453778
863	14.59393545
864	14.59332983
865	14.5927242
866	14.57197945
867	14.57137433
868	14.57076802
869	14.57016475
870	14.5695633
871	14.56896593
872	14.56680111
873	14.56620478
874	14.56407628
875	14.56196758
876	14.56134719
877	14.56075514
878	14.5601449
879	14.55807149
880	14.55747085
881	14.54334479
882	14.54274328
883	14.54065886
884	14.52373943
885	14.52313595
886	14.52253859
887	14.52048881
888	14.51989755
889	14.51104923
890	14.51048104
891	14.50991222
892	14.50932506
893	14.49228892
894	14.49169481
895	14.49113275
896	14.490549
897	14.48850798
898	14.48794373
899	14.48735961
900	14.48539411
901	14.48484082
902	14.4842666
903	14.48368845
904	14.48167336
905	14.47230207
906	14.47173841
907	14.4601796
908	14.45963746
909	14.45764989
910	14.4477252
911	14.44718422
912	14.4466457
913	14.44470909
914	14.42941713
915	14.41900972
916	14.41847116
917	14.41793385
918	14.41738695
919	14.41682722
920	14.41629893
921	14.41577183
922	14.41524504
923	14.41470809
924	14.41417981
925	14.41365319
926	14.41170152
927	14.41118723
928	14.41066781
929	14.41012365
930	14.40005694
931	14.39954392
932	14.38358876
933	14.38307688
934	14.38256973
935	14.38069688
936	14.37881225
937	14.37691968
938	14.37641258
939	14.37588258
940	14.37400796
941	14.35886201
942	14.35836049
943	14.35785685
944	14.34045028
945	14.33995085
946	14.3380707
947	14.33621522
948	14.33570234
949	14.33389432
950	14.3320833
951	14.33004424
952	14.32821602
953	14.32002883
954	14.31443025
955	14.31393678
956	14.30518698
957	14.29596293
958	14.29548644
959	14.29498815
960	14.29450855
961	14.29402222
962	14.29352826
963	14.28204328
964	14.28155046
965	14.28105809
966	14.28056596
967	14.28007109
968	14.27960015
969	14.27913865
970	14.27865261
971	14.27818686
972	14.27769331
973	14.27720998
974	14.27672304
975	14.27625747
976	14.25867027
977	14.25821139
978	14.25773147
979	14.2444726
980	14.24399618
981	14.24351573
982	14.24305838
983	14.23535261
984	14.23489591
985	14.21986676
986	14.21938451
987	14.20853461
988	14.20806575
989	14.2076212
990	14.20717978
991	14.20672019
992	14.19419523
993	14.1937523
994	14.19329399
995	14.19163636
996	14.1911971
997	14.19073388
998	14.19029653
999	14.18859388
1000	14.18816367
1001	14.18631339
1002	14.18465584
1003	14.18420472
1004	14.18235367
1005	14.1819034
1006	14.18147821
1007	14.18103818
1008	14.18061473
1009	14.17415456
1010	14.1737334
1011	14.15885778
1012	14.15686897
1013	14.1552627
1014	14.15484961
1015	14.1532384
1016	14.15282301
1017	14.152405
1018	14.15044509
1019	14.14413525
1020	14.13133792
1021	14.13092881
1022	14.13050738
1023	14.13010053
1024	14.12967859
1025	14.12542565
1026	14.12382131
1027	14.12226227
1028	14.12183439
1029	14.10554318
1030	14.10514675
1031	14.10472217
1032	14.10281092
1033	14.10239282
1034	14.10082503
1035	14.10042215
1036	14.09065499
1037	14.08908356
1038	14.08867226
1039	14.08826151
1040	14.08785271
1041	14.08744845
1042	14.08705425
1043	14.08666763
1044	14.08497687
1045	14.08311732
1046	14.08272811
1047	14.08232075
1048	14.07154639
1049	14.07115827
1050	14.06444528
1051	14.06407154
1052	14.06253263
1053	14.05434812
1054	14.05252353
1055	14.04467012
1056	14.03301777
1057	14.03264601
1058	14.01855184
1059	14.01817618
1060	14.01780137
1061	14.0174068
1062	14.00869258
1063	14.00831224
1064	14.00792006
1065	13.99411214
1066	13.99374541
1067	13.99230633
1068	13.99194223
1069	13.99157902
1070	13.9753035
1071	13.97494561
1072	13.97456507
1073	13.97420406
1074	13.97384537
1075	13.97347366
1076	13.97309007
1077	13.97272953
1078	13.9723677
1079	13.97201312
1080	13.95911062
1081	13.95874337
1082	13.95838465
1083	13.95800888
1084	13.957657
1085	13.95731
1086	13.95693483
1087	13.95657744
1088	13.9551705
1089	13.95479535
1090	13.95332668
1091	13.95296636
1092	13.95141597
1093	13.94992761
1094	13.94097176
1095	13.94060229
1096	13.92891358
1097	13.92856685
1098	13.92471942
1099	13.91416561
1100	13.9127014
1101	13.91235201
1102	13.89906186
1103	13.89117718
1104	13.89082749
1105	13.89049382
1106	13.89015954
1107	13.87643315
1108	13.8760949
1109	13.87574507
1110	13.87541595
1111	13.87392859
1112	13.87357198
1113	13.8732262
1114	13.87178684
1115	13.87042254
1116	13.87009041
1117	13.86975203
1118	13.86815427
1119	13.86781903
1120	13.86640377
1121	13.86054773
1122	13.85914405
1123	13.84657492
1124	13.84624167
1125	13.84491913
1126	13.84460825
1127	13.8442881
1128	13.84305036
1129	13.84272039
1130	13.83449638
1131	13.83418184
1132	13.83386717
1133	13.83356158
1134	13.83323756
1135	13.82722883
1136	13.82690293
1137	13.8226887
1138	13.82237242
1139	13.81552397
1140	13.81521829
1141	13.81373576
1142	13.81343303
1143	13.80170918
1144	13.80036412
1145	13.80005095
1146	13.79194043
1147	13.79163514
1148	13.79133275
1149	13.78077528
1150	13.7804768
1151	13.78018318
1152	13.77898229
1153	13.77866949
1154	13.77081543
1155	13.77052278
1156	13.77022586
1157	13.76240742
1158	13.76210974
1159	13.75183183
1160	13.7515418
1161	13.7419124
1162	13.74162446
1163	13.74133219
1164	13.74103243
1165	13.74073616
1166	13.74044481
1167	13.73503118
1168	13.73474621
1169	13.73446032
1170	13.7341513
1171	13.73385353
1172	13.73354837
1173	13.73324881
1174	13.72206191
1175	13.72176737
1176	13.72148702
1177	13.7212057
1178	13.72092444
1179	13.72063155
1180	13.7203465
1181	13.71210271
1182	13.71182395
1183	13.70235472
1184	13.70206431
1185	13.70177865
1186	13.70147289
1187	13.70119142
1188	13.70089915
1189	13.70062551
1190	13.70034471
1191	13.69914877
1192	13.69023151
1193	13.68993671
1194	13.68966947
1195	13.68936576
1196	13.68908484
1197	13.68259118
1198	13.67630619
1199	13.67602682
1200	13.67574799
1201	13.67452261
1202	13.67424379
1203	13.67292165
1204	13.67265647
1205	13.67238148
1206	13.67211479
1207	13.66272359
1208	13.66147278
1209	13.66119512
1210	13.66091604
1211	13.66062954
1212	13.65944864
1213	13.65917763
1214	13.65238547
1215	13.64729819
1216	13.64647712
1217	13.63574146
1218	13.63545865
1219	13.6340493
1220	13.62445816
1221	13.62420661
1222	13.62395333
1223	13.62314577
1224	13.62286455
1225	13.62261045
1226	13.62236201
1227	13.62118147
1228	13.62090585
1229	13.6078871
1230	13.60671152
1231	13.6054701
1232	13.60520004
1233	13.60392368
1234	13.59780584
1235	13.5975455
1236	13.59625901
1237	13.58937514
1238	13.58019695
1239	13.57994456
1240	13.57317454
1241	13.5729196
1242	13.56765706
1243	13.5593303
1244	13.55153216
1245	13.55129087
1246	13.54109991
1247	13.54084159
1248	13.53250579
1249	13.53123736
1250	13.52863973
1251	13.52232644
1252	13.51709146
1253	13.51080284
1254	13.5105705
1255	13.4995792
1256	13.49704328
1257	13.49447
1258	13.49421631
1259	13.49397708
1260	13.49106209
1261	13.49080801
1262	13.49057809
1263	13.48174574
1264	13.47623029
1265	13.46737948
1266	13.46715106
1267	13.45954167
1268	13.45929681
1269	13.45906137
1270	13.45883197
1271	13.45860676
1272	13.45119938
1273	13.45093176
1274	13.45069972
1275	13.44947007
1276	13.44924466
1277	13.44131662
1278	13.4410365
1279	13.44079866
1280	13.44054488
1281	13.44031387
1282	13.44008739
1283	13.43986146
1284	13.4301708
1285	13.42498084
1286	13.41802196
1287	13.41780027
1288	13.41661975
1289	13.41639018
1290	13.41614234
1291	13.41592556
1292	13.41569284
1293	13.41328818
1294	13.41305789
1295	13.41283388
1296	13.40493025
1297	13.40255583
1298	13.4023248
1299	13.39035578
1300	13.39012756
1301	13.38990569
1302	13.38967721
1303	13.38946469
1304	13.38742501
1305	13.38719373
1306	13.38695167
1307	13.38119667
1308	13.38098331
1309	13.38075659
1310	13.38054449
1311	13.38032597
1312	13.38010082
1313	13.37231058
1314	13.37207908
1315	13.36969892
1316	13.36734504
1317	13.36712834
1318	13.36691815
1319	13.36671391
1320	13.36648518
1321	13.36627736
1322	13.35688275
1323	13.35668052
1324	13.35038057
1325	13.35016937
1326	13.34554354
1327	13.3453243
1328	13.34512084
1329	13.33745517
1330	13.33408312
1331	13.33387885
1332	13.33367531
1333	13.3334618
1334	13.33324651
1335	13.33304538
1336	13.33284535
1337	13.32613485
1338	13.32386528
1339	13.32366558
1340	13.32346847
1341	13.32323984
1342	13.32301211
1343	13.32078843
1344	13.31737048
1345	13.31716483
1346	13.3060896
1347	13.30588709
1348	13.29821805
1349	13.29800806
1350	13.29219481
1351	13.29199802
1352	13.29179507
1353	13.2915869
1354	13.29137366
1355	13.29117185
1356	13.29096826
1357	13.29075645
1358	13.2885831
1359	13.28838443
1360	13.28819428
1361	13.28799597
1362	13.28161782
1363	13.2814265
1364	13.28123335
1365	13.27677145
1366	13.26869109
1367	13.26270158
1368	13.26250481
1369	13.25093562
1370	13.2507493
1371	13.25055542
1372	13.25036407
1373	13.24595028
1374	13.24183395
1375	13.23701345
1376	13.23681772
1377	13.23663018
1378	13.23642409
1379	13.23320427
1380	13.2330192
1381	13.23283632
1382	13.23264506
1383	13.23019977
1384	13.22118876
1385	13.21533761
1386	13.2112218
1387	13.20125752
1388	13.19527718
1389	13.19509295
1390	13.19303288
1391	13.19283633
1392	13.19265374
1393	13.19245298
1394	13.19227181
1395	13.19208251
1396	13.19188973
1397	13.18017956
1398	13.16960358
1399	13.16940363
1400	13.15932255
1401	13.1591203
1402	13.15894018
1403	13.15112771
1404	13.15092759
1405	13.14665861
1406	13.14647981
1407	13.14233046
1408	13.14213606
1409	13.14195859
1410	13.14177759
1411	13.13413562
1412	13.13394267
1413	13.13376635
1414	13.12798004
1415	13.12779119
1416	13.12760864
1417	13.12742432
1418	13.12724924
1419	13.1270613
1420	13.12392533
1421	13.11295427
1422	13.11276966
1423	13.11079197
1424	13.10457706
1425	13.09536953
1426	13.08955392
1427	13.0849094
1428	13.08472037
1429	13.08453363
1430	13.08105384
1431	13.08086568
1432	13.08068709
1433	13.06926585
1434	13.0690801
1435	13.0596056
1436	13.04756469
1437	13.03831917
1438	13.03815112
1439	13.03798071
1440	13.03781066
1441	13.03764246
1442	13.03746948
1443	13.03729434
1444	13.03712011
1445	13.03693739
1446	13.03177882
1447	13.0248116
1448	13.02464704
1449	13.01448585
1450	13.01430982
1451	13.01414621
1452	13.00866464
1453	13.0084897
1454	13.00104987
1455	13.00087805
1456	13.00070172
1457	13.00052435
1458	13.00034913
1459	13.00018629
1460	12.99405819
1461	12.99389536
1462	12.99373358
1463	12.99355871
1464	12.98538669
1465	12.98522741
1466	12.9850549
1467	12.98487782
1468	12.97620975
1469	12.97011104
1470	12.96995085
1471	12.96282644
1472	12.95423282
1473	12.94043763
1474	12.94027733
1475	12.93725533
1476	12.92952958
1477	12.92936358
1478	12.92918787
1479	12.92903296
1480	12.92887209
1481	12.92870128
1482	12.92854509
1483	12.92838931
1484	12.92823347
1485	12.92805743
1486	12.92788467
1487	12.92771277
1488	12.92755823
1489	12.91776336
1490	12.91758838
1491	12.90829673
1492	12.90814295
1493	12.90798051
1494	12.90781746
1495	12.90766303
1496	12.90750188
1497	12.90731071
1498	12.90143691
1499	12.89512514
1500	12.89497064
1501	12.89480313
1502	12.89464168
1503	12.89449317
1504	12.894324
1505	12.89416433
1506	12.88541482
1507	12.87277358
1508	12.86723871
1509	12.86217796
1510	12.85914651
1511	12.85426832
1512	12.85410743
1513	12.85278101
1514	12.85261095
1515	12.84567886
1516	12.83952663
1517	12.83428682
1518	12.83413419
1519	12.83396832
1520	12.82882392
1521	12.82325446
1522	12.82309903
1523	12.82294477
1524	12.81515082
1525	12.81499675
1526	12.8148544
1527	12.81469098
1528	12.81267345
1529	12.80620414
1530	12.79854854
1531	12.79839497
1532	12.79550255
1533	12.79534963
1534	12.78652644
1535	12.77925009
1536	12.77909728
1537	12.77369897
1538	12.7735485
1539	12.76564399
1540	12.76547452
1541	12.76053773
1542	12.75262575
1543	12.7456447
1544	12.73813661
1545	12.72870889
1546	12.72638345
1547	12.72126521
1548	12.71925317
1549	12.71079038
1550	12.70339128
1551	12.69321256
1552	12.68743664
1553	12.68727654
1554	12.67779948
1555	12.67113655
1556	12.66316262
1557	12.66300533
1558	12.65680963
1559	12.65077554
1560	12.64999078
1561	12.64239632
1562	12.63732359
1563	12.62829607
1564	12.62036423
1565	12.61483656
1566	12.6146898
1567	12.61454322
1568	12.61437697
1569	12.60821976
1570	12.59955381
1571	12.59172085
1572	12.58454092
1573	12.58438333
1574	12.5775154
1575	12.57737151
1576	12.57723356
1577	12.57045257
1578	12.57030835
1579	12.56243868
1580	12.5623026
1581	12.56216489
1582	12.56201431
1583	12.56183856
1584	12.56166648
1585	12.55500086
1586	12.54740431
1587	12.541015
1588	12.5408694
1589	12.53346715
1590	12.52748295
1591	12.52732739
1592	12.52085191
1593	12.52069191
1594	12.51328601
1595	12.51312764
1596	12.51298502
1597	12.50837239
1598	12.50823049
1599	12.50277611
1600	12.50264005
1601	12.50250854
1602	12.50235167
1603	12.50221829
1604	12.50206668
1605	12.50190385
1606	12.49433997
1607	12.49419012
1608	12.49405003
1609	12.49389863
1610	12.48694018
1611	12.48680919
1612	12.48666372
1613	12.4813828
1614	12.4737922
1615	12.47363624
1616	12.47347164
1617	12.46719481
1618	12.46705719
1619	12.45891153
1620	12.45492812
1621	12.45479335
1622	12.44707243
1623	12.44693379
1624	12.44210218
1625	12.44078191
1626	12.44064019
1627	12.43445688
1628	12.4315562
1629	12.42377133
1630	12.41759767
1631	12.41038916
1632	12.41024783
1633	12.41010404
1634	12.40192127
1635	12.4017718
1636	12.39678474
1637	12.3950857
1638	12.38933661
1639	12.38919035
1640	12.38905242
1641	12.38891027
1642	12.38877674
1643	12.38442029
1644	12.3787791
1645	12.37862894
1646	12.3745306
1647	12.36783474
1648	12.36770225
1649	12.36173218
1650	12.36159663
1651	12.35376072
1652	12.35331002
1653	12.35318561
1654	12.35306232
1655	12.35292645
1656	12.3527802
1657	12.35264408
1658	12.34856174
1659	12.34842752
1660	12.3482868
1661	12.34815128
1662	12.34802095
1663	12.34790034
1664	12.3477782
1665	12.34765911
